iter	Passed	Remaining
244	316	976
245	317	972
246	317	968
247	318	964
248	319	964
249	320	960
250	320	956
251	321	953
252	32254	35253	322255	3254	322	256	255	322	9257256	323	9325257	323	9312258	324	927
259	324	924
260	325	920
261	325	917
262	326	915
263	327	911
264	3265	361265	3266	363	998
267	365	998
268	367	998
269	368	996
270	371	999
271	375	1006
272	376	1002
273	377	1000
274	380	1002
275	381	1001
276	382	999
277	384	998
278	386	997
279	387	995
280	390	1000
281	392	998
282	394	999
283	398	1004
284	398	1000
285	402	1004
286	407	1013
287	410	1013
288	412	1013
289	413	1012
290	414	1010
291	416	1009
292	420	1014
293	421	1012
294	422	1009
295	424	1008
296	425	1008
297	428	1009
298	429	1007
299	431	1005
300	432	1004
301	435	1006
302	436	1004
303	438	1002
304	438	999
305	439	995
306	439	992
307	441	992
308	443	990
309	444	989
310	445	986
311	447	986
312	449	986
313	450	984
314	452	982
315	453	980
316	454	979
317	456	978
318	458	979
319	459	977
320	460	975
321	462	973
322	464	972
323	465	970
324	466	968
325	467	967
326	469	965
327	470	964
328	471	961
329	471	957
330	472	954
331	472	951
332	473	948
333	474	946
334	475	944
335	477	943
336	479	943
337	482	944
338	483	942
339	484	941
340	486	939
341	487	938
342	489	937
343	490	934
344	492	934
345	492	930
346	492	927
347	495	927
348	496	925
349	497	923
350	499	922
351	500	922
352	502	921
353	503	919
354	504	917
355	505	914
356	506	911
357	507	909
358	511	913
359	512	910
360	512	907
361	514	905
362	515	904
363	516	903
364	520	905
365	521	903
366	522	901
367	524	900
368	525	899
369	527	897
370	528	896
371	529	893
372	530	891
373	531	890
374	532	888
375	534	887
376	536	885
377	537	884
378	538	882
379	539	880
380	541	879
381	543	879
382	544	877
383	545	875
384	547	874
385	549	874
386	551	872
387	551	870
388	552	867
389	553	866
390	555	865
391	556	863
392	558	862
393	559	860
394	560	858
395	561	857
396	563	855
397	564	854
398	566	853
399	567	851
400	567	848
401	568	845
402	570	845
403	572	844
404	574	843
405	575	841
406	576	839
407	577	838
408	579	836
409	581	836
410	584	838
411	585	836
412	588	835
413	591	836
414	592	835
415	593	833
416	595	833
417	597	831
418	598	830
419	602	831
420	604	831
421	606	830
422	607	828
423	609	827
424	611	827
425	612	825
426	613	823
427	615	822
428	616	820
429	617	819
430	620	818
431	621	816
432	622	815
433	624	814
434	627	814
435	628	813
436	631	813
437	632	812
438	634	810
439	638	812
440	639	810
441	640	809
442	642	807
443	644	806
444	645	805
445	647	804
446	650	804
447	652	803
448	654	802
449	654	800
450	655	797
451	655	795
452	659	796
453	669	804
454	672	805
455	673	803
456	677	805
457	680	804
458	681	803
459	687	807
460	689	806
461	692	806
462	693	803
463	701	810
464	702	808
465	703	805
466	703	803
467	704	800
468	709	803
469	712	802
470	713	801
471	715	800
472	716	798
473	719	798
474	725	801
475	745	820
476	751	823
477	753	822
478	755	821
479	756	819
480	768	828
481	771	828
482	772	826
483	773	825
484	774	822
485	776	820
486	777	819
487	781	820
488	783	818
489	784	816
490	785	814
491	787	813
492	788	811
493	791	810
494	792	808
495	793	806
496	794	804
497	803	809
498	804	807
499	805	805
500	806	802
501	807	801
502	809	799
503	810	797
504	811	795
505	812	792
506	812	790
507	813	787
508	814	785
509	815	783
510	816	781
511	817	779
512	819	777
513	820	776
514	822	774
515	823	772
516	823	769
517	825	767
518	826	765
519	827	764
520	829	762
521	830	760
522	831	758
523	832	756
524	833	754
525	834	751
526	835	750
527	837	748
528	838	746
529	839	744
530	840	742
531	841	740
532	842	738
533	842	735
534	843	733
535	844	730
536	845	728
537	845	726
538	846	723
539	846	721
540	847	719
541	848	716
542	848	714
543	849	711
544	849	709
545	850	706
546	850	704
547	851	701
548	851	699
549	852	697
550	852	695
551	853	692
552	853	690
553	854	688
554	855	685
555	855	683
556	856	681
557	857	678
558	857	676
559	858	674
560	858	672
561	859	669
562	859	667
563	860	665
564	861	662
565	861	660
566	862	658
567	863	656
568	863	654
569	865	652
570	865	650
571	866	648
572	866	645
573	867	643
574	868	641
575	869	639
576	869	637
577	870	635
578	871	633
579	872	631
580	872	629
581	873	627
582	873	625
583	874	623
584	875	620
585	875	618
586	876	616
587	876	614
588	877	612
589	878	610
590	878	608
591	879	605
592	879	603
593	880	601
594	880	599
595	881	597
596	881	595
597	882	593
598	882	590
599	883	588
600	883	586
601	884	584
602	885	582
603	885	580
604	886	578
605	886	576
606	887	574
607	887	572
608	888	570
609	888	568
610	889	566
611	889	564
612	890	562
613	891	560
614	891	558
615	891	556
616	892	554
617	892	551
618	893	549
619	894	547
620	894	545
621	895	544
622	895	542
623	896	540
624	896	538
625	897	536
626	898	534
627	898	532
628	899	530
629	899	528
630	900	526
631	901	524
632	901	522
633	902	520
634	902	518
635	903	517
636	904	515
637	904	513
638	905	511
639	905	509
640	906	507
641	906	505
642	907	503
643	908	501
644	908	500
645	909	498
646	909	496
647	911	494
648	911	493
649	912	491
650	912	489
651	913	487
652	913	485
653	914	483
654	914	481
655	915	479
656	915	478
657	916	476
658	917	474
659	917	472
660	918	470
661	918	469
662	919	467
663	919	465
664	920	463
665	921	461
666	921	460
667	921	458
668	922	456
669	922	454
670	923	452
671	924	451
672	924	449
673	925	447
674	925	445
675	926	443
676	926	442
677	927	440
678	928	438
679	928	436
680	929	435
681	929	433
682	930	431
683	930	430
684	931	428
685	931	426
686	932	424
687	932	423
688	933	421
689	934	419
690	935	418
691	936	416
692	936	414
693	937	413
694	937	411
695	938	409
696	938	408
697	939	406
698	939	404
699	940	403
700	940	401
701	942	400
702	942	398
703	943	396
704	943	394
705	944	393
706	945	391
707	945	389
708	946	388
709	946	386
710	947	385
711	947	383
712	948	381
713	949	380
714	949	378
715	950	376
716	950	375
717	951	373
718	952	372
719	952	370
720	954	369
721	954	367
722	955	366
723	956	364
724	957	363
725	958	361
726	959	360
727	959	358
728	960	356
729	960	355
730	961	353
731	961	352
732	962	350
733	963	349
734	963	347
735	964	345
736	964	344
737	965	342
738	965	341
739	966	339
740	966	337
741	967	336
742	967	334
743	968	333
744	969	331
745	969	330
746	970	328
747	970	327
748	971	325
749	971	323
750	972	322
751	972	320
752	973	319
753	974	317
754	974	316
755	975	314
756	975	313
757	976	311
758	976	310
759	977	308
760	978	307
761	978	305
762	979	304
763	979	302
764	980	301
765	980	299
766	981	298
767	981	296
768	982	295
769	983	293
770	983	292
771	984	290
772	984	289
773	985	287
774	985	286
775	986	284
776	986	283
777	987	281
778	988	280
779	989	279
780	989	277
781	990	276
782	990	274
783	991	273
784	992	271
785	993	270
786	993	268
787	994	267
788	994	266
789	995	264
790	995	263
791	996	261
792	996	260
793	997	258
794	997	257
795	998	255
796	999	254
797	999	253
798	1000	251
799	1000	250
800	1001	248
801	1001	247
802	1002	245
803	1002	244
804	1003	242
805	1004	241
806	1004	240
807	1005	238
808	1005	237
809	1006	236
810	1007	234
811	1007	233
812	1008	231
813	1008	230
814	1009	229
815	1009	227
816	1010	226
817	1010	224
818	1011	223
819	1012	222
820	1012	220
821	1013	219
822	1013	217
823	1014	216
824	1014	215
825	1015	213
826	1015	212
827	1016	211
828	1016	209
829	1017	208
830	1017	207
831	1018	205
832	1018	204
833	1019	202
834	1020	201
835	1020	200
836	1021	198
837	1021	197
838	1022	196
839	1022	194
840	1023	193
841	1023	192
842	1024	190
843	1024	189
844	1025	188
845	1025	186
846	1026	185
847	1027	184
848	1027	182
849	1028	181
850	1029	180
851	1029	178
852	1030	177
853	1030	176
854	1031	174
855	1031	173
856	1032	172
857	1033	171
858	1033	169
859	1034	168
860	1035	167
861	1035	165
862	1036	164
863	1037	163
864	1037	161
865	1038	160
866	1038	159
867	1039	158
868	1039	156
869	1039	155
870	1040	154
871	1040	152
872	1042	151
873	1042	150
874	1043	149
875	1043	147
876	1044	146
877	1044	145
878	1045	143
879	1045	142
880	1046	141
881	1047	140
882	1047	138
883	1048	137
884	1048	136
885	1049	134
886	1049	133
887	1049	132
888	1050	131
889	1050	129
890	1051	128
891	1052	127
892	1052	126
893	1053	124
894	1053	123
895	1053	122
896	1054	121
897	1055	119
898	1055	118
899	1055	117
900	1056	116
901	1056	114
902	1057	113
903	1057	112
904	1058	111
905	1058	109
906	1059	108
907	1060	107
908	1060	106
909	1061	104
910	1061	103
911	1062	102
912	1062	101
913	1063	100
914	1063	98
915	1064	97
916	1064	96
917	1065	95
918	1065	93
919	1066	92
920	1066	91
921	1067	90
922	1067	89
923	1068	87
924	1068	86
925	1068	85
926	1069	84
927	1069	83
928	1070	81
929	1070	80
930	1071	79
931	1071	78
932	1072	76
933	1072	75
934	1073	74
935	1073	73
936	1074	72
937	1074	71
938	1075	69
939	1075	68
940	1076	67
941	1076	66
942	1077	65
943	1077	63
944	1077	62
945	1078	61
946	1079	60
947	1079	59
948	1080	58
949	1080	56
950	1081	55
951	1081	54
952	1082	53
953	1082	52
954	1082	51
955	1083	49
956	1083	48
957	1084	47
958	1084	46
959	1085	45
960	1086	44
961	1086	42
962	1087	41
963	1087	40
964	1088	39
965	1088	38
966	1089	37
967	1089	36
968	1090	34
969	1090	33
970	1091	32
971	1091	31
972	1092	30
973	1092	29
974	1093	28
975	1093	26
976	1094	25
977	1094	24
978	1095	23
979	1095	22
980	1096	21
981	1096	20
982	1097	18
983	1098	17
984	1098	16
985	1099	15
986	1099	14
987	1100	13
988	1100	12
989	1101	11
990	1102	10
991	1102	8
992	1103	7
993	1103	6
994	1104	5
995	1104	4
996	1105	3
997	1105	2
998	1106	1
999	1106	0
