iter	Passed	Remaining
382	447	720
383	448	718
384	448	716
385	449	715
386	450	713
387	451	711
388	451	709
389	452	708
390	453	706
391	454	704
392	455	702
393	455	701
394	456	699
395	457	697
396	458	696
397	459	694
398	459	692
399	460	690
400	460	688
401	461	686
402	462	685
403	463	683
404	463	680
405	464	679
406	465	677
407	465	675
408	466	674
409	467	672
410	468	671
411	469	669
412	469	667
413	470	666
414	471	664
415	472	662
416	472	660
417	474	660
418	475	658
419	475	657
420	476	655
421	477	653
422	478	652
423	479	650
424	479	649
425	480	647
426	481	646
427	482	644
428	483	642
429	487	646
430	489	646
431	490	644
432	491	643
433	492	641
434	492	640
435	493	638
436	494	637
437	495	635
438	496	633
439	496	631
440	497	630
441	498	628
442	498	627
443	499	625
444	500	624
445	501	622
446	502	621
447	502	619
448	503	618
449	504	616
450	505	614
451	506	613
452	506	611
453	507	610
454	508	608
455	509	607
456	510	606
457	510	604
458	511	603
459	512	601
460	513	600
461	514	598
462	514	597
463	515	595
464	516	594
465	517	592
466	518	591
467	518	589
468	519	588
469	520	586
470	521	585
471	522	583
472	522	582
473	523	581
474	524	579
475	525	578
476	526	576
477	526	575
478	527	573
479	528	572
480	529	571
481	530	569
482	530	568
483	531	566
484	531	564
485	532	563
486	533	562
487	535	561
488	537	561
489	538	560
490	539	558
491	539	557
492	540	556
493	541	554
494	542	553
495	543	551
496	544	550
497	544	549
498	545	547
499	546	546
500	547	545
501	548	543
502	548	541
503	548	539
504	549	538
505	550	537
506	551	536
507	552	535
508	553	533
509	554	532
510	554	531
511	555	529
512	556	528
513	557	527
514	558	525
515	558	524
516	559	522
517	560	521
518	561	520
519	561	518
520	562	516
521	562	515
522	563	514
523	564	512
524	565	511
525	566	510
526	566	508
527	567	507
528	568	506
529	569	504
530	570	503
531	570	502
532	571	500
533	572	499
534	573	498
535	574	497
536	574	495
537	575	494
538	576	492
539	576	491
540	577	490
541	578	488
542	579	487
543	580	486
544	580	484
545	581	483
546	582	482
547	583	481
548	586	482
549	587	480
550	588	479
551	589	478
552	590	477
553	590	475
554	591	474
555	592	472
556	592	471
557	593	470
558	594	468
559	595	467
560	596	466
561	596	465
562	597	463
563	598	462
564	599	461
565	600	460
566	600	458
567	601	457
568	602	456
569	603	455
570	604	453
571	604	452
572	605	451
573	606	450
574	607	448
575	608	447
576	608	446
577	609	445
578	610	443
579	611	442
580	612	441
581	612	440
582	613	438
583	613	437
584	614	436
585	615	434
586	616	433
587	617	432
588	619	431
589	619	430
590	620	429
591	621	428
592	622	427
593	623	426
594	624	424
595	624	423
596	625	422
597	626	421
598	630	422
599	631	421
600	632	419
601	633	418
602	634	417
603	635	416
604	636	415
605	637	414
606	637	412
607	641	413
608	642	412
609	642	411
610	643	409
611	644	408
612	645	407
613	646	406
614	646	404
615	647	403
616	648	402
617	650	401
618	652	401
619	653	400
620	654	399
621	654	397
622	655	396
623	656	395
624	657	394
625	658	393
626	658	392
627	659	390
628	664	391
629	664	390
630	665	389
631	666	388
632	667	386
633	668	385
634	668	384
635	669	383
636	670	382
637	671	380
638	671	379
639	672	378
640	673	376
641	673	375
642	674	374
643	675	373
644	676	372
645	676	370
646	677	369
647	678	368
648	680	368
649	681	367
650	682	366
651	683	364
652	684	363
653	685	362
654	685	361
655	686	360
656	687	358
657	688	357
658	689	356
659	690	355
660	690	354
661	691	353
662	692	351
663	693	350
664	694	349
665	694	348
666	695	347
667	696	346
668	697	345
669	703	346
670	704	345
671	705	344
672	706	343
673	707	342
674	708	340
675	708	339
676	708	338
677	709	337
678	710	335
679	711	334
680	712	333
681	712	332
682	712	330
683	713	329
684	719	330
685	722	330
686	728	332
687	752	341
688	754	340
689	769	345
690	773	345
691	773	344
692	774	343
693	775	341
694	777	341
695	778	339
696	779	338
697	779	337
698	780	336
699	781	334
700	781	333
701	782	332
702	783	330
703	784	329
704	784	328
705	785	327
706	787	326
707	788	325
708	789	323
709	790	322
710	791	321
711	791	320
712	792	319
713	793	317
714	794	316
715	794	315
716	795	314
717	796	312
718	797	311
719	798	310
720	799	309
721	799	307
722	800	306
723	800	305
724	800	303
725	801	302
726	802	301
727	803	300
728	804	298
729	804	297
730	805	296
731	806	295
732	807	294
733	808	292
734	808	291
735	809	290
736	810	289
737	811	288
738	812	286
739	812	285
740	813	284
741	813	283
742	814	281
743	815	280
744	816	279
745	817	278
746	818	277
747	819	275
748	819	274
749	820	273
750	821	272
751	822	271
752	822	269
753	823	268
754	823	267
755	824	266
756	825	264
757	825	263
758	826	262
759	827	261
760	828	260
761	829	258
762	829	257
763	830	256
764	831	255
765	832	254
766	833	253
767	833	251
768	834	250
769	835	249
770	836	248
771	837	247
772	837	246
773	838	244
774	839	243
775	840	242
776	841	241
777	841	240
778	842	239
779	843	237
780	844	236
781	845	235
782	845	234
783	846	233
784	847	232
785	848	230
786	849	229
787	850	228
788	850	227
789	851	226
790	852	225
791	853	224
792	854	222
793	854	221
794	855	220
795	856	219
796	857	218
797	858	217
798	858	216
799	860	215
800	864	214
801	865	213
802	866	212
803	867	211
804	868	210
805	869	209
806	870	208
807	871	207
808	872	206
809	874	205
810	875	203
811	875	202
812	876	201
813	877	200
814	878	199
815	879	198
816	879	197
817	880	195
818	881	194
819	882	193
820	883	192
821	884	191
822	885	190
823	886	189
824	886	188
825	888	187
826	891	186
827	891	185
828	892	184
829	893	183
830	894	181
831	895	180
832	895	179
833	896	178
834	897	177
835	898	176
836	899	175
837	900	173
838	900	172
839	901	171
840	902	170
841	903	169
842	905	168
843	905	167
844	906	166
845	907	850	947	165
851	847	914	163
848	915	162
849	915	161
850	917	160
851	918	159
852	919	158
853	920	157
854	921	156
855	922	155
856	923	154
857	926	153
858	927	152
859	927	151
860	928	149
861	929	148
862	930	147
863	931	146
864	931	145
865	932	144
866	933	143
867	934	142
868	935	140
869	935	139
870	936	138
871	937	137
872	938	136
873	939	135
874	940	134
875	941	133
876	942	132
877	943	131
878	943	129
879	944	884	987	128
885	987	127
886	988	125
887	989	124
888	993	124
889	995	122
890	998	122
891	999	120
892	999	119
893	1000	118
894	1001	117
895	1002	116
896	1004	115
897	1005	114
898	1005	113
899	1006	111
900	1006	110
901	1007	109
902	1007	108
903	1008	107
904	1009	105
905	1010	104
906	1012	103
907	1013	102
908	1018	101
909	1019	100
910	1025	100
911	1026	99
912	1027	97
913	1028	96
914	1029	95
915	1029	94
916	1030	93
917	1031	92
918	1032	90
919	1033	89
920	1034	88
921	1035	87
922	1036	86
923	1037	85
924	1038	84
925	1038	83
926	1039	81
927	1040	80
928	1041	79
929	1042	78
930	1043	77
931	1044	76
932	1045	75
933	1046	73
934	1046	72
935	1047	71
936	1048	70
937	1049	69
938	1050	68
939	1052	67
940	1053	66
941	1054	64
942	1055	63
943	1056	62
944	1057	61
945	1058	60
946	1059	59
947	1059	58
948	1060	57
949	1061	55
950	1062	54
951	1063	53
952	1064	52
953	1065	51
954	1066	50
955	1067	49
956	1069	48
957	1070	46
958	1071	45
959	1072	44
960	1073	43
961	1074	42
962	1075	41
963	1076	40
964	1077	39
965	1078	37
966	1079	36
967	1080	35
968	1081	34
969	1082	33
970	1083	32
971	1084	31
972	1085	30
973	1086	29
974	1087	27
975	1088	26
976	1089	25
977	1090	24
978	1091	23
979	1092	22
980	1093	21
981	1094	20
982	1095	18
983	1096	17
984	1097	16
985	1098	15
986	1099	14
987	1099	13
988	1100	12
989	1102	11
990	1103	10
991	1104	8
992	1104	7
993	1105	6
994	1106	5
995	1107	4
996	1108	3
997	1108	2
998	1109	1
999	1110	0
62	0
